20,0.62,0.72,-0.00,1
20,0.63,0.80,-0.01,1
20,0.68,0.82,0.05,1
20,0.64,0.76,0.12,1
20,0.61,0.81,0.06,1
20,0.60,0.87,0.00,1
20,0.64,0.85,0.03,1
20,0.61,0.78,0.05,1
20,0.59,0.80,0.00,1
20,0.60,0.77,0.07,1
20,0.64,0.77,0.15,1
20,0.59,0.82,0.07,1
20,0.57,0.83,0.05,1
20,0.64,0.80,0.11,1
20,0.62,0.80,0.08,1
20,0.60,0.83,0.02,1
20,0.60,0.85,0.05,1
@@ 1: JAB | 2: HOOK | 3: UPPERCUT | 4: STANCE
21,0.75,0.70,0.02,1
21,0.79,0.79,0.03,1
21,0.87,0.81,0.11,1
21,0.98,0.66,0.18,1
21,1.61,0.65,0.30,1
21,2.00,0.66,0.61,1
21,2.00,0.75,0.32,1
21,1.19,0.47,-0.05,1
21,-0.42,-0.32,-0.30,1
21,-2.00,-1.74,0.96,1
21,-2.00,-2.00,2.00,1
21,-0.96,2.00,1.04,1
21,-2.00,0.20,2.00,1
21,-1.20,-0.84,2.00,1
21,-0.66,-0.31,0.15,1
21,0.53,0.04,0.37,1
21,1.50,0.22,0.81,1
21,1.61,0.54,0.51,1
21,1.38,0.78,0.01,1
21,1.35,0.82,0.23,1
21,1.02,0.62,0.20,1
21,1.01,0.70,0.09,1
21,0.82,0.69,0.08,1
21,0.75,0.63,0.21,1
21,0.77,0.65,0.25,1
21,0.67,0.73,0.16,1
21,0.71,0.78,0.10,1
21,0.69,0.70,0.17,1
21,0.60,0.66,0.16,1
21,0.66,0.78,0.02,1
21,0.70,0.80,0.07,1
21,0.66,0.75,0.15,1
21,0.66,0.75,0.07,1
21,0.70,0.80,0.07,1
21,0.65,0.76,0.08,1
21,0.64,0.78,0.09,1
21,0.64,0.84,0.06,1
21,0.62,0.84,0.07,1
21,0.62,0.78,0.12,1
21,0.68,0.78,0.13,1
@@ 1: JAB | 2: HOOK | 3: UPPERCUT | 4: STANCE
22,1.01,0.74,0.14,1
22,1.41,0.70,0.20,1
22,2.00,0.60,0.58,1
22,2.00,0.60,0.47,1
22,1.45,0.52,0.06,1
22,0.46,-0.01,-0.15,1
22,-1.31,-1.00,0.38,1
22,-2.00,-1.43,2.00,1
22,-2.00,0.19,2.00,1
22,-1.63,1.33,1.14,1
